USD
AED
AFN
ALL
AMD
ANG
AOA
ARS
AUD
AWG
AZN
BAM
BBD
BDT
BGN
BMD
BND
BOB
BRL
BSD
BWP
BYN
BZD
CAD
CDF
CHF
CNY
COP
CRC
CVE
CZK
DKK
DOP
DZD
EGP
ETB
EUR
FJD
FKP
GBP
GEL
GIP
GMD
GTQ
GYD
HKD
HNL
HTG
IDR
ILS
INR
JMD
KES
KGS
KHR
KYD
KZT
LAK
LBP
LKR
LRD
LSL
MAD
MDL
MKD
MMK
MNT
MOP
MRO
MUR
MVR
MWK
MXN
MYR
MZN
NAD
NGN
NIO
NOK
NPR
NZD
PAB
PEN
PGK
PHP
PKR
PLN
QAR
RON
RSD
RUB
SAR
SBD
SCR
SEK
SGD
SHP
SLE
SOS
SRD
STD
SZL
THB
TJS
TOP
TRY
TTD
TZS
UAH
USD
UYU
UZS
WST
XCD
YER
ZAR
ZMW
